id,url,suburb,state,postcode,short_address,full_address,property_type,price,bedrooms,bathrooms,parking_spaces,building_size,building_size_unit,land_size,land_size_unit,listing_company_id,listing_company_name,listing_company_phone,auction_date,sold_date,description
123208930,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-123208930,Batemans Bay,NSW,2536,3/45 Beach Road,"3/45 Beach Road, Batemans Bay, NSW 2536",unit,530000,3,2,2,,,-1.0,,XFNBAU,Batemans Bay First National - Batemans Bay,0244725566,,29 Aug 2016,"This lovely apartment has stunning bay and river views, with a sunny northerly aspect and low maintenance coastal lifestyle. Watch the ever changing world go by from the sun drenched balcony, whilst enjoying the sea breezes on a hot summers day. <br/>*	Three bedrooms with built-in wardrobes, ensuite to master room with spa<br/>*	Capture the lovely water views from open plan light filled living area with high ceilings<br/>*	Large kitchen with island bench, dishwasher, ample cupboards with the most stunning views we have ever seen from a kitchen<br/>*	Modern family bathroom with bath plus combined laundry<br/>*	Located in a small quiet complex of four units, private double garage plus visitors parking<br/>*	Ideal holiday investment or convenient permanent living with a flat level walk to Batemans Bay Town<br/>*	Close proximity to the newly updated Marina and enticing eateries<br/>",[]
118923499,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-118923499,Batemans Bay,NSW,2536,,,unit,,2,1,1,,,-1.0,,,,,,11 Aug 2016,"This unit has features that most do not. Private courtyard & a backyard that is a feature.  Walk to town in virtually seconds, catch dinner on the river across the road & throw it on the bbq.  Excellent condition, good sized rooms & garage makes this escape a must see.  Currently rented with an excellent tenant.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
118855335,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-118855335,Batemans Bay,NSW,2536,,,house,,4,2,4,,,1.21,ha,,,,,15 Jul 2016,"If you are looking for a beautiful home with ample accommodation in a bush setting with ocean breezes and a short drive to the beach, stop looking.  This is IT.  Formal and casual living areas are a feature and this is a quality home.  Long Beach Heights is just a short drive to Batemans Bay CBD.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
122836446,https://www.realestate.com.au/sold/property-villa-nsw-batemans+bay-122836446,Batemans Bay,NSW,2536,,,villa,,3,2,1,,,689.0,m²,,,,,13 Jul 2016,"This villa is a must see given the quality inclusions, layout, available amenities and location. If you desire a stunning example of coastal living at its best this villa will get your attention. Easy walk to town, clubs and Batemans Bay CBD. Move quickly or you may be too late!","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
112025571,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-112025571,Batemans Bay,NSW,2536,4 Old Princes Highway,"4 Old Princes Highway, Batemans Bay, NSW 2536",house,545000,4,2,2,,,594.0,m²,XRHBAU,Raine & Horne - Batemans Bay,0244726055,,12 Jul 2016,"...with this executive residence in the heart of Batemans Bay's business district.<br/>Operate your successful home office in this enviable location.<br/>Architecturally designed to cater for both a busy family and/or a flourishing business.<br/>4 spacious bedrooms, 2 bathrooms and a separate powder room<br/>2 laundries plus a galley utility room.<br/>Superb covered entertainment area creating spacious indoor/outdoor living.<br/>Close to Cafes, Restaurants and all the facilities Batemans Bay has to offer.","[Lister(id='164346', name='Bronwyn Geppert', agent_id='2067a413-6c89-4182-aaf1-2afa079057af', job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/bronwyn-geppert-164346?cid={cid}', phone=None, email=None)]"
201406578,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201406578,Batemans Bay,NSW,2536,"Lot 96, Dawarra Street","Lot 96, Dawarra Street, Batemans Bay, NSW 2536",residential-land,,,,,,,555.0,m²,KVPPER,Reflections - Reflections,0428717201,,08 Jul 2016,"Reflections Barlings Beach - a new residential land release on the beautiful south coast....where the living is very easy.<br/><br/>Lot 96 in our Stage 3 release is one of only 2 remaining lots in Dawarra Street.  With a northerly aspect to rear - perfect for your new home in the ideal location for outdoor living.  We have pristine beaches fringing the development, rainforest/conservation areas bounding, river and sports/social facilities nearby.<br/><br/>Land is level and cleared with NO time frame for building.  Location is perfect but supply becoming limited.  Our site office open Thursday - Monday from 11am or contact us for more information on this rare and very affordable lifestyle property.<br/><br/>",[]
201373250,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201373250,Batemans Bay,NSW,2536,9 Golf Links Drive,"9 Golf Links Drive, Batemans Bay, NSW 2536",residential-land,240000,,,,,,696.0,m²,XRHBAU,Raine & Horne - Batemans Bay,0244726055,,07 Jul 2016,"Within level walking distance to the Golf Club and the CBD of Batemans Bay is this rare offering of a vacant block of land.<br/>696m2 in size, all services and ready to build on. Zoning is medium density ideal for multi dwelling housing, also opportunity to purchase as one lot with 74 Beach Road, opposite the Marina.","[Lister(id='164346', name='Bronwyn Geppert', agent_id='2067a413-6c89-4182-aaf1-2afa079057af', job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/bronwyn-geppert-164346?cid={cid}', phone=None, email=None)]"
201003143,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201003143,Batemans Bay,NSW,2536,,,residential-land,,,,,,,890.0,m²,,,,,21 Jun 2016,"This is an excellent block of land with easy walking distance to the beach, river & parklands.  Backing onto a reserve makes it even better.  Located in a prestige area of Long Beach & only mins drive to Batemans Bay & the Mid-South Coast. ","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
119923177,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-119923177,Batemans Bay,NSW,2536,,,house,,3,2,2,,,696.0,m²,,,,,12 May 2016,"This home is a delight to inspect with multiple options to have extended family, visitors or entertain. Very well presented and just move in and enjoy the casual Coastal lifestyle on offer.  Ideally located and easy walk to the water, CBD, hospital and all facilities.  Move quickly as this home will not last.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
201277481,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201277481,Batemans Bay,NSW,2536,"Lot 83, 11 Beachside Boulevard","Lot 83, 11 Beachside Boulevard, Batemans Bay, NSW 2536",residential-land,,,,,,,864.0,m²,KVPPER,Reflections - Reflections,0428717201,,24 Apr 2016,"Reflections Barlings Beach is an all new land release just a short drive between the main town centres of Batemans Bay and Moruya on the south coast.<br/><br/>The development is a new extension to the coastal village of Tomakin with pristine beaches, river and local amenities to complement a very comfortable and enjoyable lifestyle.<br/><br/>Only 7 of our beachfront lots have been released to date and only 2 remain currently available.  Lot 83 at 864 sq.m. is the (slightly) larger of the two, overlooking coastal vegetation which borders Barlings Beach.<br/>Two storey construction will capture the never to be built out ocean and coastal views.<br/><br/>There is NO time frame for building,  <br/><br/>For any purchaser seeking prime beachfront location here is a rare opportunity to secure the perfect site for your ideal beach home.  Vacant beachfront land - amid all new development -  hard to find -  limited supply. Available now.<br/><br/>For further information contact or visit our site office open Thursday - Monday from 11am.  AFTER HOURS :  Debbie Edgar 44717200<br/><br/>",[]
120921325,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-120921325,Batemans Bay,NSW,2536,6/54  Beach Rd,"6/54  Beach Rd, Batemans Bay, NSW 2536",unit,205000,2,1,1,,,-1.0,,BVCBAT,Burdett Real Estate - Batehaven,0244725722,,19 Apr 2016,Across the road from the water and marina.  Suitable for permanent rental or holiday rentals.  Must be a bargain !!,"[Lister(id='1389933', name='Burdett Real Estate', agent_id=None, job_title='Burdett Real Estate', url=None, phone=None, email=None)]"
122012022,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-122012022,Batemans Bay,NSW,2536,46 Yarrabee Drive,"46 Yarrabee Drive, Batemans Bay, NSW 2536",house,392500,3,2,1,,,785.0,m²,BBQBAT,Bayside Real Estate - Batemans Bay,0244727255,,16 Mar 2016,"Perfectly positioned on the high side of the road, this amazing family home offers unsurpassed lifestyle of tranquillity. Designed to maximise natural light, the versatile floor plan includes 3 bedrooms, master with ensuite, formal lounge, large kitchen open to meals /family area overlooking leafy gardens, private deck area and single garage with heaps of underhouse storage.  Circular driveway at front and large driveway down side of house which has plenty or room for the toys!  Great family home or investment opportunity","[Lister(id='722495', name='BaySide Real Estate', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
201381586,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201381586,Batemans Bay,NSW,2536,"Lot 97, 15 Dawarra Street","Lot 97, 15 Dawarra Street, Batemans Bay, NSW 2536",residential-land,,,,,,,555.0,m²,KVPPER,Reflections - Reflections,0428717201,,16 Mar 2016,"Lot 97 is one of only 3 remaining lots in our Dawarra Street release.<br/>Quality land - level and cleared;<br/>In the perfect location.<br/><br/>Barlings Beach, Tomakin mid-way between Batemans Bay and Moruya on the south coast:  where its easy to love where you live.  Whether its for holiday or every day this is coastal living at its best.  <br/><br/>NO time for building makes it an easier step up and into the prime coastal market - we are now over mid-way through the development and present stock represents never to be repeated value.<br/><br/>Our site office is open Thursday - Monday from 11am or outside those times, by appointment.  Contact Debbie Edgar (44717200) for further details.<br/>",[]
7766289,https://www.realestate.com.au/sold/property-other-nsw-batemans+bay-7766289,Batemans Bay,NSW,2536,,,rural-other,,4,2,21,288,m²,2.02,ha,JCNSFJ,Sell My Property Now - Launceston,1300547869,,18 Jan 2016,"OPEN FOR INSPECTION TIMES:<br/>SAT 14 NOV 1130am - 1230pm<br/>SUN 15 NOV 1100am - 1200pm<br/><br/>* 5 Acers<br/>* Open Plan Living / Lounge<br/>* 2 x Bathrooms + Ensuite<br/>* Rumpus<br/>* Storeroom / Workshop<br/>* Double Garage<br/>* Slow Combustion Fire<br/>* 4 x Bedrooms<br/>* Fruit Trees<br/>* 26 thousand gallon water tank (Very adequate)<br/>* Enviro Cycle<br/>Approx. 288sqm of home<br/><br/>Email today to organise your viewing<br/><br/>* Please mention if you would like to view in the late afternoon to see the beauty this property has over others with the lights of the Bay twinkling in the view.<br/><br/>Featuring a spacious light and airy open plan lounge/dining room with cathedral ceiling. The kitchen has all modern appliances, stone bench and Blackwood cupboards with cork floors throughout for low allergy and warmth. French doors give easy access to the veranda which wraps three sides of the home just perfect for entertaining or relaxing in the surroundings of the Bush, Bay and Ocean. On this level we have three bedrooms, bathroom and unsuited. <br/><br/>Opportunity - Great living area on ground floor for parents - income - Rent - Business (STCA). <br/><br/>Downstairs we have a guest bedroom or 4th bedroom with own bathroom, kitchenette and living/rumpus room.<br/>The top level of the home can be locked up separately from the bottom level opening opportunity for live style.<br/>The man of the house has a generous sized workshop off the double lock up garage which flows through to the downstairs kitchenette and rumpus also with beautiful water views.<br/><br/>This home offers separate drive ways giving plenty of room for vehicles. <br/><br/>Set in a quiet street approx. 5 minutes' drive from Batemans Bay CBD - South Durras beach approx. 10 mins drive",[]
121289538,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-121289538,Batemans Bay,NSW,2536,5 Leigh Street,"5 Leigh Street, Batemans Bay, NSW 2536",house,382500,3,1,1,,,835.0,m²,FRBMAL,South Coast Property Specialists - Franzen,0244712283,,18 Dec 2015,"Sunny updated original home capturing lovely Bay to Ocean views from almost every room. Seamlessly flowing indoor to outdoor living. Generous bedrooms with BIRs. Situated on 835sqm block. Zoned R3, Medium density in tightly held, quiet, friendly little cross street of all owner occupied properties. Only a short walk to hospital, CBD and Marina.  Love and live in it now! Or hold with the view of its future investment and development potential.","[Lister(id='162926', name='Carlene Franzen', agent_id=None, job_title='Principal', url='https://www.realestate.com.au/agent/carlene-franzen-162926?cid={cid}', phone=None, email=None)]"
119946229,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-119946229,Batemans Bay,NSW,2536,8/13 Bent Street,"8/13 Bent Street, Batemans Bay, NSW 2536",unit,230000,2,2,1,,,-1.0,,BBQBAT,Bayside Real Estate - Batemans Bay,0244727255,,16 Dec 2015,"A modern renovation has given this Unit a new lease of life. The stylish simplicity of newly tiled floors to Living areas, New Kitchen, New Bathrooms and a fresh coat of paint gives a trendy edge. A single lock up garage, secure storage and virtually situated in the heart of town makes this an ideal investment. An upgrade to the external building is planned with a substantial contribution having already been paid. What a Bonus.","[Lister(id='99510', name='Lesley Grimson', agent_id=None, job_title='Principal & Licensee', url='https://www.realestate.com.au/agent/lesley-grimson-99510?cid={cid}', phone=None, email=None)]"
121071734,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-121071734,Batemans Bay,NSW,2536,9/12 Old Princes Highway,"9/12 Old Princes Highway, Batemans Bay, NSW 2536",house,163000,2,1,1,,,-1.0,,ELDBAU,Elders Real Estate - Batemans Bay,(02)44721488,,30 Nov 2015,"A great little unit located in ""Burrawangs"" in the heart of Batemans Bay's CBD, close to absolutely everything in town.  Currently rented at $200 a week, there are good tenants already in place.  Would also make a great holiday home.  A short drive to all the beautiful beaches in the area.  Snap this one up quickly it won't last long!<br/><br/>RATES:     $503.50 per quarter          STRATA FEES:   $470.45 per quarter",[]
117292447,https://www.realestate.com.au/sold/property-villa-nsw-batemans+bay-117292447,Batemans Bay,NSW,2536,,,villa,,2,1,1,,,-1.0,,,,,,17 Oct 2015,"Permanent living with a delightful outlook onto the trees & lagoon makes this package very special.  If you are looking for a pleasant escape on a tough budget this may be the answer.  Good accommodation, bbq area & a swimming pool just adds to the excitement.  Located just 6 minutes North of Batemans Bay & easy access to the river, beaches & shopping.  Move quickly as this must be sold.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
119996449,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-119996449,Batemans Bay,NSW,2536,32 Bavarde Ave,"32 Bavarde Ave, Batemans Bay, NSW 2536",house,272000,3,1,1,,,-1.0,,FRBMAL,South Coast Property Specialists - Franzen,0244712283,,09 Oct 2015,"Set on a sunny 593m2 corner block and a short walk into town is this adorable home. Neatly landscaped gardens and nicely presented all round, this home makes an affordable option for either the investor or a smaller family. With a recently renovated kitchen complete with stainless steel appliances and reverse cycle air conditioning in the lounge room this is an opportunity too good to miss out on. Being close to all amenities is a bonus.<br/>~Solid return with great capital gain potential<br/>~Ideal entry level investment <br/>~Currently tenanted at $290 p/w<br/>~Excellent tenant wanting to stay <br/>~Renovated kitchen<br/>~Solar Hot Water<br/>~Split system air conditioner <br/>~2 kms to town centre<br/>~Fenced backyard",[]
113815683,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-113815683,Batemans Bay,NSW,2536,,,house,,4,2,2,819,m²,-1.0,,,,,,08 Oct 2015,"A virtually new home with all the hard work done & just a few personal touches will make this home a true delight. Looking out over the tree tops from the deck or living area where you can catch the summer breezes. A short stroll to the beach, local shops, bush walking & wild life in abundance. Minutes drive to Batemans Bay CBD & located in Malua Bay beach side prestige development. ","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
116788039,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-116788039,Batemans Bay,NSW,2536,,,house,,3,2,2,,,613.0,m²,,,,,08 Oct 2015,"And the golf course at your back door makes this property very special. Located in Catalina, only minutes drive from Batemans Bay CBD, clubs, sporting fields, beaches & the river. The home has living upstairs & down, polished floorboards & a great positive flow of big & roomy.  Recently updated, & enjoys a terrific ambience from the balconies.  Currently rented & this tenant would like to stay. ","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
116269499,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-116269499,Batemans Bay,NSW,2536,,,house,,3,2,2,,,556.0,m²,,,,,08 Oct 2015,"This home will delight many prospective buyers with what is on offer.  A home that is easy care inside & out, private entertaining areas & beautiful outdoor areas flowing to the inside.  This is coastal living at its best.  Minutes drive from the beach, town, schools & parks makes this Batehaven home a must see. Only 5-6 minutes to Batemans Bay.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
119363779,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-119363779,Batemans Bay,NSW,2536,,,house,,3,2,0,,,13.35,ha,,,,,06 Oct 2015,"A brilliant style country home & a beautiful property that oozes charm & the by gone era.  The serenity of this property is a real bonus that the true escapee maybe looking for.  A stunning river forms part of the boundary.  Located at East Lynne/Currowan, which is approximately 20/25 minutes from Batemans Bay. Rivers, beaches & bush walking a plenty, this charmer will not last long! ","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
120537093,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-120537093,Batemans Bay,NSW,2536,,,house,500000,3,2,4,,,-1.0,,,,,,05 Oct 2015,"Quality, layout, location and convenience is what springs to mind with this lovely home. Beautifully presented and not a thing to do except bring the golf buggy and put it, and the boat in the back garage. An easy walk to the ocean, this home will not disappoint when you inspect and should not last long in the current market. Easy access to Batemans Bay CBD and all that is on offer.",[]
119549939,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-119549939,Batemans Bay,NSW,2536,29/1 Wharf Road,"29/1 Wharf Road, Batemans Bay, NSW 2536",unit,212000,2,1,1,,,-1.0,,ELDBAU,Elders Real Estate - Batemans Bay,(02)44721488,,22 Sep 2015,"Sugden Glen apartment and located right near the Batemans Bay Bridge. The 2 bedroom unit comes complete with balcony and lock up garage. Construction is solid brick, ideal rental investment or retirement unit. <br/><br/> Rent potential $250pw<br/> Strata $461 per quarter<br/> Council $400 per quarter",[]
116266083,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-116266083,Batemans Bay,NSW,2536,24/9 South Street,"24/9 South Street, Batemans Bay, NSW 2536",unit,215000,2,1,1,,,-1.0,,BBQBAT,Bayside Real Estate - Batemans Bay,0244727255,,21 Aug 2015,* First floor unit with lock up garage & store room.<br/>* Both bedrooms have built in robes.<br/>* Solid timber kitchen with dishwasher.<br/>* Large open plan living area.<br/>* Front & rear verandah to relax on.<br/>* Easy walk to Batemans Bay shops & clubs.,"[Lister(id='722495', name='BaySide Real Estate', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
201176007,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201176007,Batemans Bay,NSW,2536,"Lot 84, 13 Beachside Boulevard","Lot 84, 13 Beachside Boulevard, Batemans Bay, NSW 2536",residential-land,,,,,,,891.0,m²,KVPPER,Reflections - Reflections,0428717201,,29 Jul 2015,"Stage 2 of our beachside lot release now selling at Reflections Barlings Beach.  Lot 84 is one of 4 blocks released and now one of just two remaining for sale.<br/><br/>Barlings Beach is convenient and fairly central between main town centres of Batemans Bay and Moruya.  A very peaceful coastal village setting with above average benefits.  Local airport is within 10 minutes drive, schools in nearby Broulee, local shops and services including sports/recreation club for dining and entertainment add to the amenity of location.<br/><br/>All the ingredients for a leisurely and very enjoyable south coast lifestyle.<br/>Our beachfront land is prime and rare being surrounded by all new development.  There are very few undeveloped beachfront sites in the locality and this is a unique and very affordable opportunity to step into the prime coastal market.<br/><br/>Our site office open Thursday - Monday from 11am or, call Debbie Edgar (AH 44717200) for an information package.<br/><br/><br/>",[]
118270483,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-118270483,Batemans Bay,NSW,2536,11 Herarde Street,"11 Herarde Street, Batemans Bay, NSW 2536",house,,2,1,0,,,-1.0,,KJACZL,LJ Hooker - Batemans Bay,0244726455,,02 Jul 2015,This cottage is as sweet as a nut. It has had a full and tasteful renovation inside and out but has retained its character. Within an easy level stroll to the town centre this is a perfect holiday home or would suit an elderly couple. Won't last at this price.,[]
119947397,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-119947397,Batemans Bay,NSW,2536,14 Golf Links Drive,"14 Golf Links Drive, Batemans Bay, NSW 2536",house,325000,3,1,1,,,-1.0,,BBQBAT,Bayside Real Estate - Batemans Bay,0244727255,,17 Jun 2015,"This old style, single storey, character cottage backs on to the golf course and is only one street from the water. The home features a spacious living room, 3 bedrooms,  kitchen, bathroom and a lock up garage with workshop area  The property is fully fenced on an easy care, flat block. Currently rented for $300.00 per week, this lovely cottage is a perfect entry into property investment or to live in.  Conveniently placed within easy walking distance to the beach and the Catalina Club,  This won't last long!!","[Lister(id='722495', name='BaySide Real Estate', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
200658855,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-200658855,Batemans Bay,NSW,2536,3 & 5 Gregory Street,"3 & 5 Gregory Street, Batemans Bay, NSW 2536",residential-land,140000,,,,,,-1.0,,BBQBAT,Bayside Real Estate - Batemans Bay,0244727255,,16 Jun 2015,"* Both blocks have a very gentle slope, making them affordable building sites.<br/>* 500 Metres to Batemans Bay CBD, Shopping, Restaurants, Clubs, & Hospital.<br/>* 3 Gregory Street is 639 m2 with a street frontage of 15 metres.<br/>* 5 Gregory Street is 651 m2 with a street frontage of 15 metres.<br/>* Each block is $150,000. Vendor  will negotiate.","[Lister(id='99510', name='Lesley Grimson', agent_id=None, job_title='Principal & Licensee', url='https://www.realestate.com.au/agent/lesley-grimson-99510?cid={cid}', phone=None, email=None)]"
201183051,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201183051,Batemans Bay,NSW,2536,"Lot 143, 7 Dawarra","Lot 143, 7 Dawarra, Batemans Bay, NSW 2536",residential-land,,,,,,,576.0,m²,KVPPER,Reflections - Reflections,0428717201,,10 Jun 2015,"Step 1 - you select the perfect house design; Step 2 - you want the perfect location.  <br/><br/>*  Level and cleared;<br/>*  Location has appeal:<br/>*  Quality homes in vicinity;<br/>*  Convenient for shopping, employment, schools, transport:<br/>*  Friendly community;<br/><br/>Visit us at Barlings Beach - we tick all the boxes.  Our latest Stage 3 release now selling.<br/>Site office open Thursday - Monday from 11am or, by appointment - contact Debbie Edgar (AH 44717200)<br/>",[]
201180107,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-201180107,Batemans Bay,NSW,2536,"Lot 99, 11 Dawarra Street","Lot 99, 11 Dawarra Street, Batemans Bay, NSW 2536",residential-land,,,,,,,555.0,m²,KVPPER,Reflections - Reflections,0428717201,,01 Jun 2015,"Reflections at Barlings Beach - Stages 1 and 2 now sold and stock now becoming limited in Stage 3.  A selection of quality building sites in an idyliic south coast village setting,  this is a unique opportunity to enter the prime coastal property market -  available now.....<br/><br/>*  Lot 99 has northerly aspect to rear;<br/>*  Cleared, level block,  short walk to Tomakin and Barlings beaches;<br/>*  Local shops, sports facilities - nearby airport, schools :<br/>*  Convenient to Batemans Bay and Moruya townships:<br/>*  Wide market appeal - families, empty nesters or for holiday retreat.<br/><br/>The epitome of south coast living - you will appreciate that when you visit.  Our site office open Thursday - Monday from 11am or, after hours contact Debbie Edgar on 44717200.<br/>",[]
119261675,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-119261675,Batemans Bay,NSW,2536,3 Catlin Avenue,"3 Catlin Avenue, Batemans Bay, NSW 2536",house,,4,2,1,,,-1.0,,ELDBAU,Elders Real Estate - Batemans Bay,(02)44721488,,19 May 2015,"With interest rates at a record low this is a must for the astute investor with a possible combined rent of $475 per week. You can actually borrow 104% of the purchase price to also cover the settlement costs (obviously with sufficient supporting security.) Close to golf club and boat ramp inspections highly recommended.<br/><br/>Land Size: 670sqm<br/>Rates: $2,494pa<br/>UCV: $166,000","[Lister(id='276976', name='Greig McFarlane', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/greig-mcfarlane-276976?cid={cid}', phone=None, email=None)]"
118916179,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-118916179,Batemans Bay,NSW,2536,8 Stuart Place,"8 Stuart Place, Batemans Bay, NSW 2536",house,455000,4,2,2,,,630.0,m²,BBQBAT,Bayside Real Estate - Batemans Bay,0244727255,,06 May 2015,"Situated in a quiet cul de sac in Sunshine Bay, this home has a small, easy care garden on a level block and has a great sunny disposition. With 4 bedrooms, main with ensuite and WIR, the others all have BIR's. Formal lounge, and dining are situated nicely apart from the family room. Central focus is a large Kitchen with high quality cabinetry, granite benchtops, dishwasher, stainless steel appliances and spacious meals area. Lifestyle gets better with a large enclosed entertainment area, 2 x R/C A/C, security alarm, plus loads of extras. Internal access from double garage plus side access for boat. Occupying an impressive 630m2 this is a fantastic purchase for those wanting to move straight in with no work to be done.","[Lister(id='722495', name='BaySide Real Estate', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
200883791,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-200883791,Batemans Bay,NSW,2536,,,residential-land,,,,,,,1154.0,m²,,,,,04 Apr 2015,"Once you build on this block you will have a stunning vista & ambience to boot.  Almost 180 degrees of ocean, tree tops & distant head lands.   A prestige Cul de sac & great neighbours await the lucky new owners.  Easy walk to the beach & parklands.  Located at Long Beach, which is only 7/8 minutes drive to Batemans Bay & the Mid South Coast.  Live the lifestyle you have worked so hard to achieve as now is the time.<br/><br/>D/A Approval for dwelling.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
200882835,https://www.realestate.com.au/sold/property-residential+land-nsw-batemans+bay-200882835,Batemans Bay,NSW,2536,14 Heradale Parade,"14 Heradale Parade, Batemans Bay, NSW 2536",residential-land,140000,,,,,,658.0,m²,BBQBAT,Bayside Real Estate - Batemans Bay,0244727255,,13 Mar 2015,"- Level 658m2 block in Batemans Bay <br/>- Walking distance to clubs, restaurants, Hospital & shops<br/>- Site is cleared & ready - Suit home or duplex","[Lister(id='99510', name='Lesley Grimson', agent_id=None, job_title='Principal & Licensee', url='https://www.realestate.com.au/agent/lesley-grimson-99510?cid={cid}', phone=None, email=None)]"
113045859,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-113045859,Batemans Bay,NSW,2536,,,house,,3,2,5,,,9.31,ha,,,,,03 Mar 2015,"Tall trees, with beautiful clear green acres all round. The home has excellent features with an emphasis on capturing the outdoor panorama.  This is one stunning property, green forever & a home designed for casual coastal comfort. Located in East Lynne, only minutes drive from pristine beaches & rivers and approx 10 minutes from Batemans Bay CBD. A true lifestyle property to take the stress out of your life.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
117797727,https://www.realestate.com.au/sold/property-villa-nsw-batemans+bay-117797727,Batemans Bay,NSW,2536,,,villa,,2,1,0,,,-1.0,,,,,,27 Feb 2015,"The beach is only metres away, located in Batehaven.  The car’s parked.  The children are playing either tennis, bouncing on the balloon, on the swings, at the pool, beach or being entertained.  The beach profile itself is, soft sand gently falling into clear water (not a surf beach).  With rock walls only a few metres away to play on.  Your partner is having an afternoon siesta, it’s your turn, golf, fish or crack the bubbly, life was not meant to be this good.  Maybe we will never go back to the rat race? W.I.W.O.","[Lister(id='450241', name='Beaches & Bush Sales Team', agent_id=None, job_title=None, url=None, phone=None, email=None)]"
117406287,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-117406287,Batemans Bay,NSW,2536,17/9 South Street,"17/9 South Street, Batemans Bay, NSW 2536",unit,215000,2,1,1,,,-1.0,,XFNBAU,Batemans Bay First National - Batemans Bay,0244725566,,12 Feb 2015,"This well maintained single level unit offers spacious living areas with natural lighting and a thoughtfully designed floor plan. Conveniently situated close to town centre and all amenities.<br/>*	Low maintenance property with plenty of visitor parking<br/>*	Two good size bedrooms both with mirrored built-in robes<br/>*	Open plan living/dining area, carpeted throughout<br/>*	Modern kitchen with servery window to pleasant timber deck<br/>*	Neat and tidy good size bathroom with separate toilet	<br/>*	Easy access to complex swimming pool and tennis court<br/>*	Single garage with remote door and direct internal access <br/>*	Located within walking distance of the town centre<br/>",[]
